snr_db,recall
-10.0,0.1
-9.0,0.128
-8.0,0.156
-7.0,0.184
-6.0,0.212
-5.0,0.24
-4.0,0.28200000000000003
-3.0,0.324
-2.0,0.366
-1.0,0.40800000000000003
0.0,0.45
1.0,0.49
2.0,0.53
3.0,0.5700000000000001
4.0,0.6100000000000001
5.0,0.65
6.0,0.678
7.0,0.7060000000000001
8.0,0.734
9.0,0.762
10.0,0.79
11.0,0.796
12.0,0.802
13.0,0.8079999999999999
14.0,0.814
15.0,0.82
