model,input,params,params_human,thop_macs,extra_attention_macs,macs,macs_human,flops,flops_human
YOLOv11_NoNeck_ScaleDeformableDecoder,1x1x256x256,6017452,6.02M,669147136,34037760,703184896,703.18M,1406369792,1.41G
